Gene1,Gene2,Score
ATF4,ISY1,104
ATF4,ZFP426,186
ATF4,MIS12,186
ATF4,GAPDH,186
ATF4,DERL2,186
ATF4,HBP1,185
ATF4,RFXANK,184
ATF4,PFDN4,184
ATF4,MTF1,184
ATF4,MRPS23,184
ATF4,IDH2,184
ATF4,HSD11B1,184
ATF4,GM45929,184
ATF4,CYP24A1,184
ATF4,CDC23,184
ATF4,CALM5,184
ATF4,BORCS8,184
ATF4,SLPI,183
ATF4,NAGPA,183
ATF4,KIF1BP,183
ATF4,H6PD,183
ATF4,AMZ2,183
ATF4,SEPHS2,182
ATF4,VPS26A,181
ATF4,THAP2,181
ATF4,RNF166,181
ATF4,RHEB,181
ATF4,CTU2,181
ATF4,AGFG2,181
ATF4,TM9SF4,180
ATF4,TTLL1,179
ATF4,RASAL2,179
ATF4,RAC2,179
ATF4,PRAM1,179
ATF4,IGFBP6,179
ATF4,H2AFV,179
ATF4,ERC1,179
ATF4,ENGASE,179
ATF4,GID8,178
ATF4,FUBP1,178
ATF4,EEF1A1,178
ATF4,DNAJB4,178
ATF4,BST2,178
ATF4,PAFAH2,177
ATF4,KLHL3,177
ATF4,HIST1H4C,177
ATF4,ZBTB34,176
ATF4,UGP2,176
ATF4,NAB2,176
ATF4,MAN1A,176
ATF4,CCN3,176
ATF4,SNX20,175
ATF4,PMP22,175
ATF4,ESYT2,175
ATF4,4930544D05RIK,175
ATF4,SGK1,174
ATF4,SFXN3,174
ATF4,MXD1,174
ATF4,KLHL40,174
ATF4,HACD2,174
ATF4,COQ9,174
ATF4,CIAPIN1,174
ATF4,CCM2,174
ATF4,AKTIP,174
ATF4,UQCC1,173
ATF4,SCAF11,173
ATF4,PGS1,173
ATF4,CKAP2L,173
ATF4,CDC42EP2,173
ATF4,ARRB2,173
ATF4,AKAP10,173
ATF4,ABCC3,173
ATF4,SERPINA3F,172
ATF4,RIN3,172
ATF4,NLRC4,172
ATF4,XRCC5,171
ATF4,TMEM67,171
ATF4,SLFN1,171
ATF4,PEF1,171
ATF4,MAP2K1,171
ATF4,E330009J07RIK,171
ATF4,TCP11,170
ATF4,MOB4,170
ATF4,TMEM33,169
ATF4,YTHDC2,168
ATF4,TPK1,168
ATF4,TMEM116,168
ATF4,SMIM14,168
ATF4,RBPMS,168
ATF4,PSEN1,168
ATF4,PDE7B,168
ATF4,LUZP1,168
ATF4,GPR35,168
ATF4,DGKG,168
ATF4,CCDC62,168
ATF4,AGPAT5,168
ATF4,AGAP1,168
ATF4,SIRPB1C,167
ATF4,ANXA1,167
ATF4,UBR3,166
ATF4,SURF2,166
ATF4,SURF1,166
ATF4,DNAJB9,166
ATF4,BCL2A1B,166
ATF4,ZFP341,165
ATF4,TDRD3,165
ATF4,SESTD1,165
ATF4,RAPGEF5,165
ATF4,PATE1,165
ATF4,MOCS2,165
ATF4,E130311K13RIK,165
ATF4,ZFP326,164
ATF4,TPST2,164
ATF4,ST6GAL1,164
ATF4,SRRD,164
ATF4,MGAT1,164
ATF4,IFI47,164
ATF4,HPS4,164
ATF4,SRPK2,163
ATF4,SLFN3,163
ATF4,PRKAG1,163
ATF4,PHC3,163
ATF4,ZFP800,162
ATF4,ZBTB21,162
ATF4,SUOX,162
ATF4,RABL3,162
ATF4,ODF2,162
ATF4,IRF4,162
ATF4,GTF2E1,162
ATF4,DPH5,162
ATF4,UBE2E2,161
ATF4,SYPL,161
ATF4,STRIP1,161
ATF4,RALGDS,161
ATF4,PTPN23,161
ATF4,PLD3,161
ATF4,EMD,161
ATF4,CD83,161
ATF4,ADGRL3,161
ATF4,2310022A10RIK,161
ATF4,XRRA1,160
ATF4,SPCS2,160
ATF4,PLEKHN1,160
ATF4,PLEKHG2,160
ATF4,HEATR9,160
ATF4,ALDH8A1,160
ATF4,IL1B,159
ATF4,IL10RB,159
ATF4,HIST1H2BE,159
ATF4,HIST1H1E,159
ATF4,TCP11L2,158
ATF4,SNHG11,158
ATF4,AKAP13,158
ATF4,SMPDL3B,157
ATF4,NAP1L4,157
ATF4,FES,157
ATF4,EIF5A,157
ATF4,DPAGT1,157
ATF4,ATF7,157
ATF4,PRDM12,156
ATF4,POLG,156
ATF4,PLXDC1,156
ATF4,OIP5,156
ATF4,NUSAP1,156
ATF4,NUP107,156
ATF4,MAP3K20,156
ATF4,HCST,156
ATF4,GSR,156
ATF4,GM45871,156
ATF4,EIF4G1,156
ATF4,ZFP273,155
ATF4,TMEM120B,155
ATF4,SERPINA11,155
ATF4,SWSAP1,154
ATF4,SSR3,154
ATF4,SEPT8,154
ATF4,RNF13,154
ATF4,RABGEF1,154
ATF4,PTPRE,154
ATF4,LRSAM1,154
ATF4,DDX24,154
ATF4,LRRC25,153
ATF4,GNL2,153
ATF4,CHST12,153
ATF4,CASP1,153
ATF4,ARRB1,153
ATF4,ZMYND8,152
ATF4,SMC4,152
ATF4,PRR3,152
ATF4,PIP5K1A,152
ATF4,IFT80,152
ATF4,GNL1,152
ATF4,FOSB,152
ATF4,NFX1,151
ATF4,FOXF2,151
ATF4,CCR1,151
ATF4,ATP12A,151
ATF4,ACAT3,151
ATF4,ABHD17A,151
ATF4,SLC35E1,150
ATF4,RAB34,150
ATF4,GALNT11,150
ATF4,EDDM3B,150
ATF4,4931428F04RIK,150
ATF4,TPCN2,149
ATF4,ST6GALNAC6,149
ATF4,SLC31A1,149
ATF4,PPP1R11,149
ATF4,ITPR3,149
ATF4,GRHL1,149
ATF4,FKBP15,149
ATF4,ALKBH5,149
ATF4,TMEM11,148
ATF4,P2RY1,148
ATF4,LEKR1,148
ATF4,INPP4A,148
ATF4,GRXCR1,148
ATF4,ETFRF1,148
ATF4,CDKN1B,148
ATF4,CASC1,148
ATF4,ADCY7,148
ATF4,ZSWIM9,147
ATF4,SPAG6,147
ATF4,SH3BGRL3,147
ATF4,PCMT1,147
ATF4,MARC2,147
ATF4,MAD2L1,147
ATF4,LIG1,147
ATF4,KLRK1,147
ATF4,KDELC1,147
ATF4,GNAT1,147
ATF4,ERLIN2,147
ATF4,EPB41,147
ATF4,CISH,147
ATF4,BIVM,147
ATF4,ADAM15,147
ATF4,STFA3,145
ATF4,SLC39A14,145
ATF4,RGS19,145
ATF4,PSMD4,145
ATF4,LSP1,145
ATF4,KAT8,145
ATF4,DDX42,145
ATF4,CSTF2T,145
ATF4,CLDN23,145
ATF4,ATF1,145
ATF4,ARHGAP45,145
ATF4,AGTRAP,145
ATF4,RHBDF2,144
ATF4,RAB43,144
ATF4,PPFIBP2,144
ATF4,OSM,144
ATF4,NAA50,144
ATF4,ATP6V1A,144
ATF4,WDR62,143
ATF4,RBFOX2,143
ATF4,SUV39H1,142
ATF4,SOX18,142
ATF4,SEM1,142
ATF4,RPS6KA4,142
ATF4,PTK2B,142
ATF4,PLPP6,142
ATF4,NXT2,142
ATF4,MAPRE1,142
ATF4,EAR7,142
ATF4,EAR6,142
ATF4,DIO2,142
ATF4,BRIP1,142
ATF4,AGO3,142
ATF4,4430402I18RIK,142
ATF4,ZFP991,141
ATF4,UAP1,141
ATF4,TRIM39,141
ATF4,PISD,141
ATF4,NYX,141
ATF4,B4GALNT1,141
ATF4,A430078G23RIK,141
ATF4,ZFAND2B,140
ATF4,TRA2A,140
ATF4,SRPR,140
ATF4,GSTM2,140
ATF4,FOXRED1,140
ATF4,C2CD2,140
ATF4,ARL8B,140
ATF4,APOC1,140
ATF4,ADCY10,140
ATF4,TAF8,139
ATF4,SGTB,139
ATF4,NLN,139
ATF4,MAOB,139
ATF4,GYG,139
ATF4,CYBC1,139
ATF4,CERKL,139
ATF4,AZI2,139
ATF4,SCIMP,138
ATF4,LY6E,138
ATF4,KXD1,138
ATF4,CEBPB,138
ATF4,TRIM21,137
ATF4,TEX22,137
ATF4,TCIRG1,137
ATF4,SIL1,137
ATF4,RPL3,137
ATF4,H2-M2,137
ATF4,GRPEL1,137
ATF4,GAA,137
ATF4,D1ERTD622E,137
ATF4,ZFP952,136
ATF4,PNP2,136
ATF4,MICAL1,136
ATF4,1700025F22RIK,136
ATF4,PEX11G,135
ATF4,PCDHGB4,135
ATF4,KTN1,135
ATF4,GRHL2,135
ATF4,GCFC2,135
ATF4,DAP3,135
ATF4,CNOT1,135
ATF4,CD82,135
ATF4,CCDC50,135
ATF4,TNFAIP3,134
ATF4,SLC8B1,134
ATF4,PFKM,134
ATF4,NR3C1,134
ATF4,MLXIP,134
ATF4,TPMT,133
ATF4,TMED4,133
ATF4,SLC26A6,133
ATF4,RNF38,133
ATF4,PHOSPHO2,133
ATF4,NAE1,133
ATF4,KDM1B,133
ATF4,FZR1,133
ATF4,CCDC173,133
ATF4,CAR7,133
ATF4,BTAF1,133
ATF4,ANKRD9,133
ATF4,ZFP558,132
ATF4,TAGAP1,132
ATF4,SNTB2,132
ATF4,SMARCB1,132
ATF4,SHQ1,132
ATF4,RHOBTB1,132
ATF4,M6PR,132
ATF4,D17H6S53E,132
ATF4,CD80,132
ATF4,ZFP266,131
ATF4,VPS28,131
ATF4,SLC25A47,131
ATF4,SIN3B,131
ATF4,RBMX,131
ATF4,P3H4,131
ATF4,GOLPH3L,131
ATF4,GNAT2,131
ATF4,UBOX5,130
ATF4,PLA1A,130
ATF4,IST1,130
ATF4,FASTKD5,130
ATF4,FAM129B,130
ATF4,SPI1,129
ATF4,RETREG2,129
ATF4,MROH1,129
ATF4,GNA15,129
ATF4,GCNT1,129
ATF4,CNPPD1,129
ATF4,ZFP707,128
ATF4,TRAIP,128
ATF4,TCF25,128
ATF4,RTN4,128
ATF4,NEK9,128
ATF4,GREB1,128
ATF4,TMEM25,127
ATF4,TFB2M,127
ATF4,SPTBN4,127
ATF4,POLR2G,127
ATF4,EIF2B2,127
ATF4,CNST,127
ATF4,CDC6,127
ATF4,BLVRB,127
ATF4,POGZ,126
ATF4,MKS1,126
ATF4,WNT1,125
ATF4,WDFY4,125
ATF4,TRIM12C,125
ATF4,DDX39B,125
ATF4,DACT3,125
ATF4,FCGR3,124
ATF4,DLGAP5,124
ATF4,ARHGAP39,124
ATF4,ZFAND4,123
ATF4,TRAPPC11,123
ATF4,RWDD4A,123
ATF4,PELI3,123
ATF4,TRAF5,122
ATF4,STAT5B,122
ATF4,RAB9,122
ATF4,GMEB2,122
ATF4,GCDH,122
ATF4,UBN2,121
ATF4,TPRN,121
ATF4,RPS27A,121
ATF4,MXD4,121
ATF4,EXOSC10,121
ATF4,DOCK8,121
ATF4,CSNK1D,121
ATF4,CLHC1,121
ATF4,PLEKHO2,120
ATF4,NAB1,120
ATF4,EPC1,120
ATF4,BTN1A1,120
ATF4,VPS13B,119
ATF4,TTLL13,119
ATF4,PRSS37,119
ATF4,MAOA,119
ATF4,LUC7L2,119
ATF4,IPPK,119
ATF4,FITM2,119
ATF4,CDK19,119
ATF4,ADAP1,119
ATF4,MX1,118
ATF4,CFB,118
ATF4,ZBTB1,117
ATF4,SLC10A3,117
ATF4,SACM1L,117
ATF4,RCCD1,117
ATF4,PSTPIP1,117
ATF4,OLFR547,117
ATF4,MS4A7,117
ATF4,MS4A4A,117
ATF4,LLGL2,117
ATF4,DNAIC2,117
ATF4,CCDC91,117
ATF4,BCL11A,117
ATF4,BC005537,117
ATF4,B3GNT6,117
ATF4,CLEC4A1,116
ATF4,NR4A1,115
ATF4,MDP1,115
ATF4,GM13212,115
ATF4,BC147527,115
ATF4,SSNA1,114
ATF4,SBSN,114
ATF4,SAE1,114
ATF4,PRMT7,114
ATF4,MAN2A1,114
ATF4,GLG1,114
ATF4,CKS2,114
ATF4,ANAPC2,114
ATF4,HEBP1,113
ATF4,ZFP141,112
ATF4,UFSP2,112
ATF4,TBC1D22A,112
ATF4,MCUB,112
ATF4,GUSB,112
ATF4,EHF,112
ATF4,AFG3L2,112
ATF4,1700029J07RIK,112
ATF4,ZFC3H1,111
ATF4,ZBP1,111
ATF4,CD14,111
ATF4,YIF1B,110
ATF4,TTF1,110
ATF4,TIMM21,110
ATF4,SMYD3,110
ATF4,PPT1,110
ATF4,NUMBL,110
ATF4,FGL2,110
ATF4,CLYBL,110
ATF4,BLOC1S4,110
ATF4,ACTR2,110
ATF4,NRD1,109
ATF4,LGI3,109
ATF4,CXCL10,109
ATF4,UNC13D,108
ATF4,TUBE1,108
ATF4,TFDP1,108
ATF4,PPP2R5C,108
ATF4,MRPL11,108
ATF4,FAM229B,108
ATF4,MRPL52,107
ATF4,HIST1H4H,107
ATF4,FAM49B,107
ATF4,RBKS,106
ATF4,NUDT3,106
ATF4,BABAM2,106
ATF4,ASB16,106
ATF4,ZFP53,105
ATF4,PLPP1,105
ATF4,GAN,105
ATF4,DCAF1,105
ATF4,CANX,105
ATF4,TYROBP,104
ATF4,PSME1,104
ATF4,FLOT2,104
ATF4,PRR13,103
ATF4,OSBPL8,103
ATF4,LYZL6,103
ATF4,HDGF,103
ATF4,DPH7,103
ATF4,ZFP811,102
ATF4,1600014C10RIK,102
ATF4,TTC38,101
ATF4,SLC9A3R1,101
ATF4,SLC25A1,101
ATF4,BLNK,101
BATF,ZFP91,364
BATF,LPXN,364
BATF,SLC25A45,205
BATF,PHF11B,347
BATF,BBS12,187
BATF,PPFIBP2,375
BATF,ASXL1,326
BATF,PPP1R15B,161
BATF,QSER1,216
BATF,CETN4,187
BATF,CCR9,429
BATF,PHF11A,279
BATF,CASS4,162
BATF,ZFP180,209
BATF,PTK2,156
BATF,4931428F04RIK,244
BATF,SLC17A8,236
BATF,MEF2C,423
BATF,AMZ2,190
BATF,PLA2G5,486
BATF,ANKRD55,326
BATF,TNFSF13B,374
BATF,STAT3,159
BATF,RABGAP1L,189
BATF,RAP1GAP2,369
BATF,HPS6,227
BATF,NOTCH1,216
BATF,PDAP1,283
BATF,BUD31,283
BATF,INIP,253
BATF,S100A3,201
BATF,IARS,250
BATF,BPIFC,152
BATF,EMP3,258
BATF,TRIM12A,226
BATF,CNKSR3,213
BATF,METAP1,141
BATF,HERPUD1,357
BATF,RAB43,353
BATF,CEP120,413
BATF,ZFP945,191
BATF,SLFN3,167
BATF,ATXN7L1,333
BATF,PPP2CA,106
BATF,EMP1,152
BATF,H1FOO,242
BATF,MBNL1,218
BATF,AKAP7,194
BATF,PRR5L,142
BATF,HIST2H4,293
BATF,STRIP1,204
BATF,UBALD1,158
BATF,BCL2A1D,312
BATF,HIVEP1,196
BATF,GM38396,284
BATF,IFI203,189
BATF,DHRS9,253
BATF,CLASP1,291
BATF,ZFP97,228
BATF,SLC1A4,170
BATF,CYREN,166
BATF,KLRE1,260
BATF,ZFP609,300
BATF,VPS25,227
BATF,ZFAND3,360
BATF,GATM,236
BATF,KLHL5,197
BATF,FAM160A2,217
BATF,BCL2A1B,260
BATF,BCL2A1C,247
BATF,OASL1,356
BATF,ATP6V0A1,134
BATF,NLRP1B,144
BATF,FGD3,212
BATF,FDXR,199
BATF,XRCC6,256
BATF,DESI1,256
BATF,PAFAH1B2,163
BATF,SPAG9,152
BATF,IL7R,267
BATF,GTF2A1,178
BATF,BCL2A1A,115
BATF,ZFP667,230
BATF,SLC38A7,242
BATF,ADCY10,231
BATF,WDFY3,950
BATF,UQCRQ,388
BATF,HSPA12A,323
BATF,ENO4,323
BATF,TAB2,152
BATF,TES,151
BATF,CCDC180,134
BATF,PLEK,362
BATF,CXCL10,105
BATF,SLC45A4,323
BATF,SLFN2,204
BATF,DDX5,198
BATF,CEP95,198
BATF,HJURP,141
BATF,A730008H23RIK,141
BATF,UBA7,155
BATF,LILR4B,163
BATF,WDFY4,240
BATF,PPM1M,523
BATF,USP39,131
BATF,CD300A,264
BATF,CD37,127
BATF,HOXA1,232
BATF,SLC7A11,126
BATF,OGFOD1,128
BATF,NUDT21,128
BATF,NLRP3,160
BATF,MT2,153
BATF,RETREG1,116
BATF,KLRA2,182
BATF,PLPP1,273
BATF,ZFP456,228
BATF,CLEC12A,216
BATF,ATG10,172
BATF,SLFN1,198
BATF,LMO2,150
BATF,GALNT6,186
BATF,4931406C07RIK,179
BATF,PLA1A,168
BATF,FAM49B,239
BATF,ARID5A,199
BATF,CTSE,152
BATF,IL6,150
BATF,GNS,223
BATF,CDK4,122
BATF,PARP16,145
BATF,INSL5,335
BATF,LAT2,320
BATF,TRIM35,205
BATF,SLAMF8,267
BATF,EAR10,216
BATF,OLFR1511,108
BATF,APBA1,212
BATF,IER2,199
BATF,CARD9,191
BATF,SERPINA5,170
BATF,GYG,169
BATF,P2RY6,165
BATF,PAM16,145
BATF,BTBD11,145
BATF,EAR3,142
BATF,EAR12,142
BATF,SLC13A1,133
BATF3,ZFP180,1611
BATF3,PHF11B,1884
BATF3,PHF11A,1816
BATF3,ZFP740,2716
BATF3,RAB43,1452
BATF3,SPOP,1859
BATF3,PRR5L,127
BATF3,IL16,916
BATF3,CEP120,1685
BATF3,ARID3B,1540
BATF3,FURIN,1026
BATF3,CLASP1,1467
BATF3,PPM1M,1535
BATF3,SNX13,831
BATF3,SUCO,917
BATF3,SGK2,1744
BATF3,LRIF1,766
BATF3,GATM,1683
BATF3,TNFSF13B,1056
BATF3,PDLIM3,1658
BATF3,LAT2,1411
BATF3,TRIM35,1610
BATF3,CETN4,761
BATF3,BBS12,761
BATF3,WDFY3,1594
BATF3,TXNDC15,1572
BATF3,PDCD6IP,1554
BATF3,CCR1,1323
BATF3,HIVEP1,565
BATF3,MTBP,610
BATF3,MRPL13,610
BATF3,IL12RB1,402
BATF3,KLRB1B,1215
BATF3,ZFP91,470
BATF3,LPXN,470
BATF3,BFSP2,1447
BATF3,OASL1,1292
BATF3,PTK2,966
BATF3,HTR7,1400
BATF3,ITGAX,1118
BATF3,BCL2A1D,609
BATF3,XRCC5,1209
BATF3,NR3C1,828
BATF3,TBC1D1,931
BATF3,IL7R,116
BATF3,IFNLR1,1328
BATF3,RFX3,1321
BATF3,AASDH,1306
BATF3,SLC25A45,215
BATF3,FAM160A2,717
BATF3,ZBTB8A,1287
BATF3,MYO7A,258
BATF3,GRAMD2,1203
BATF3,CISD3,346
BATF3,ANKS1,1170
BATF3,RHEBL1,902
BATF3,WASHC1,249
BATF3,EAR3,1152
BATF3,EAR12,1152
BATF3,HSPA12A,717
BATF3,ENO4,717
BATF3,UBALD2,648
BATF3,OLFR432,1027
BATF3,ENTPD5,983
BATF3,BBOF1,983
BATF3,ZFP62,328
BATF3,PPFIBP2,688
BATF3,MBNL1,477
BATF3,ZFP667,1107
BATF3,WDFY4,778
BATF3,RCN2,678
BATF3,TLR12,1092
BATF3,PIK3R3,495
BATF3,CD274,1081
BATF3,CTSC,908
BATF3,ARHGAP25,923
BATF3,BCL2A1B,373
BATF3,SRRM1,550
BATF3,ATOX1,720
BATF3,ICAM5,850
BATF3,PLPP1,1038
BATF3,D16ERTD472E,549
BATF3,APBA1,706
BATF3,LAIR1,1013
BATF3,SIAH3,623
BATF3,GM6904,870
BATF3,NLRP1B,822
BATF3,UBALD1,564
BATF3,ZFAND3,141
BATF3,TRIM12A,900
BATF3,NQO2,414
BATF3,IFI211,584
BATF3,MAPK14,229
BATF3,ATP6V0A1,955
BATF3,CNIH4,497
BATF3,RPS29,227
BATF3,CTLA4,407
BATF3,4931428F04RIK,125
BATF3,PTPRC,789
BATF3,VIM,394
BATF3,NAIF1,776
BATF3,LY96,782
BATF3,CNKSR3,255
BATF3,MEF2C,896
BATF3,ISG20,525
BATF3,POMP,354
BATF3,SLC35E3,889
BATF3,INIP,596
BATF3,EXD1,311
BATF3,CHP1,311
BATF3,ITGB1,342
BATF3,SHTN1,879
BATF3,TMEM229B,348
BATF3,CYTIP,784
BATF3,INTS13,230
BATF3,FGFR1OP2,230
BATF3,ITPRIPL1,745
BATF3,AOAH,868
BATF3,CLEC9A,864
BATF3,DNAJC13,859
BATF3,BOD1L,698
BATF3,PRKRIP1,736
BATF3,CDCA4,193
BATF3,KHK,653
BATF3,ZMYND8,481
BATF3,VPS26A,640
BATF3,ADGRE5,824
BATF3,CASP2,715
BATF3,CLEC12A,662
BATF3,FAM49B,721
BATF3,CTDSP2,656
BATF3,ZSWIM1,476
BATF3,BCL2A1A,346
BATF3,OLFR715B,804
BATF3,ETV6,244
BATF3,FYB,796
BATF3,ZBP1,149
BATF3,TES,534
BATF3,ATP8B4,778
BATF3,RABGAP1L,479
BATF3,FNBP1,773
BATF3,ATXN7L1,161
BATF3,ALDH3B1,762
BATF3,TMEM184C,332
BATF3,ZFP830,276
BATF3,CCT6B,276
BATF3,HINT2,563
BATF3,PPP1R15B,420
BATF3,TMX3,573
BATF3,BCDIN3D,743
BATF3,TMEM8,733
BATF3,CCDC180,725
BATF3,MNDAL,488
BATF3,KLRK1,719
BATF3,PDE1B,717
BATF3,KCTD12,518
BATF3,IFI203,451
BATF3,EEF2K,703
BATF3,PIK3CG,702
BATF3,LENG8,269
BATF3,PPIA,224
BATF3,IFI204,148
BATF3,EAR10,697
BATF3,ARHGAP11A,353
BATF3,MFSD8,251
BATF3,TRMT10C,569
BATF3,TLX1,678
BATF3,VDAC2,674
BATF3,LGALS8,304
BATF3,SAMD4,669
BATF3,RESF1,455
BATF3,ASAP1,663
BATF3,HCLS1,660
BATF3,BC037034,552
BATF3,LDLR,447
BATF3,PSEN1,541
BATF3,FLT4,653
BATF3,CNPY3,559
BATF3,GOSR2,500
BATF3,EIF3A,486
BATF3,FUT7,250
BATF3,PHF11D,647
BATF3,ISPD,647
BATF3,LDLRAD4,371
BATF3,SRI,453
BATF3,SLAMF8,504
BATF3,RPS3A1,411
BATF3,ABHD18,212
BATF3,RFX5,368
BATF3,PDE7B,391
BATF3,TARS2,143
BATF3,INO80,208
BATF3,FBXO4,312
BATF3,TOP3A,512
BATF3,SMCR8,512
BATF3,CD37,491
BATF3,ZFP658,465
BATF3,UBE2V1,162
BATF3,CD1D1,298
BATF3,VGLL4,363
BATF3,ELK3,610
BATF3,METAP1,243
BATF3,GABPB2,603
BATF3,WIPF1,602
BATF3,FAM222B,502
BATF3,ITGAL,353
BATF3,SMPD3,596
BATF3,ADCK1,595
BATF3,CHMP4B,172
BATF3,CDKL3,590
BATF3,RNF180,584
BATF3,NOTCH1,128
BATF3,ARFGAP1,580
BATF3,HPS6,341
BATF3,FAM241A,579
BATF3,ENDOD1,579
BATF3,ARHGAP15,236
BATF3,ZFP719,403
BATF3,ISY1,312
BATF3,IKZF1,571
BATF3,RAB32,570
BATF3,KLHL5,570
BATF3,EYA2,176
BATF3,SLFN3,341
BATF3,GPR31B,565
BATF3,FAM69A,330
BATF3,GNS,563
BATF3,CALCRL,320
BATF3,SLC7A5,559
BATF3,CASP8,559
BATF3,ZFP85,265
BATF3,CREM,407
BATF3,DYNLT1B,182
BATF3,PPIP5K2,428
BATF3,GIN1,428
BATF3,MYSM1,209
BATF3,RAP1GAP2,416
BATF3,PTCH1,102
BATF3,P2RY14,540
BATF3,MBTD1,540
BATF3,ARHGAP30,540
BATF3,ZFP119A,150
BATF3,PHOSPHO2,389
BATF3,CCDC173,389
BATF3,AP2M1,534
BATF3,TGFB3,530
BATF3,UBOX5,529
BATF3,FASTKD5,529
BATF3,ELL3,271
BATF3,ZBTB5,524
BATF3,TLR6,242
BATF3,GM17455,523
BATF3,AP3D1,318
BATF3,PHKB,522
BATF3,MMP28,522
BATF3,ITFG1,522
BATF3,UGDH,160
BATF3,CLP1,338
BATF3,CHEK2,160
BATF3,RNF103,405
BATF3,NLRP3,507
BATF3,RAB3A,506
BATF3,CD82,400
BATF3,SOCS5,358
BATF3,ABHD16B,504
BATF3,PLEK,384
BATF3,GALNT6,502
BATF3,LRRC1,312
BATF3,MZF1,289
BATF3,TNFRSF1B,142
BATF3,LAPTM5,350
BATF3,GM6460,288
BATF3,RGS18,496
BATF3,DNAH1,251
BATF3,LCORL,494
BATF3,SETD1B,493
BATF3,ITGB2,133
BATF3,LEPROTL1,337
BATF3,TUBB6,178
BATF3,GGPS1,384
BATF3,ELF1,488
BATF3,ARID4B,384
BATF3,1700030J22RIK,217
BATF3,GATB,485
BATF3,SLC39A13,304
BATF3,FAM214A,121
BATF3,EVL,233
BATF3,NMNAT3,478
BATF3,BTBD11,478
BATF3,CNTRL,371
BATF3,RIOK2,183
BATF3,ATP2A2,475
BATF3,LOC102640673,362
BATF3,KLRA2,474
BATF3,DHRS9,320
BATF3,ZFP263,302
BATF3,VAV3,466
BATF3,TMEM184B,278
BATF3,RNASE6,464
BATF3,KIF23,323
BATF3,PARP8,331
BATF3,STK24,460
BATF3,GM6712,276
BATF3,CCL26,460
BATF3,XCR1,459
BATF3,EMP1,168
BATF3,HEMGN,457
BATF3,ARHGEF40,457
BATF3,TSPAN8,455
BATF3,TMEM258,455
BATF3,FEN1,455
BATF3,RNGTT,213
BATF3,HFE,448
BATF3,GIMAP7,274
BATF3,TESPA1,268
BATF3,KLRE1,445
BATF3,DKKL1,443
BATF3,ZFP882,441
BATF3,FGD3,441
BATF3,NAPA,141
BATF3,MLKL,320
BATF3,ENTHD1,281
BATF3,TMEM79,428
BATF3,SMG5,428
BATF3,RAB11B,427
BATF3,LRMP,246
BATF3,DNTTIP2,427
BATF3,DENND2D,427
BATF3,GOT2,425
BATF3,SFXN3,424
BATF3,HIF1A,424
BATF3,CD226,319
BATF3,H2-T23,423
BATF3,P4HB,118
BATF3,DNAJC10,419
BATF3,ZFP944,418
BATF3,ZFP758,418
BATF3,RRAD,195
BATF3,P2RY10,417
BATF3,CHIL5,416
BATF3,NCKAP1L,415
BATF3,LRRK2,415
BATF3,UBE2F,288
BATF3,TRAPPC3L,263
BATF3,MED4,268
BATF3,MARCH1,409
BATF3,ASAH1,402
BATF3,GBP9,268
BATF3,NT5C2,398
BATF3,MAN2B1,398
BATF3,SPP1,396
BATF3,DYRK1A,169
BATF3,OLFR17,394
BATF3,KMO,393
BATF3,IL6,301
BATF3,CTLA2B,391
BATF3,INSL5,390
BATF3,WDR86,389
BATF3,CNOT8,275
BATF3,NR1D1,149
BATF3,EHD1,387
BATF3,CAPZB,177
BATF3,UBE2J1,383
BATF3,ZUP1,235
BATF3,RIC8B,240
BATF3,IRF2,238
BATF3,TXNDC5,374
BATF3,SLC22A18,372
BATF3,RAB5B,371
BATF3,DMPK,371
BATF3,PCYT1B,370
BATF3,CD86,370
BATF3,ZKSCAN5,369
BATF3,MRPL52,369
BATF3,SYNJ2,227
BATF3,PLIN2,368
BATF3,YEATS4,183
BATF3,SLC39A10,252
BATF3,GFI1B,366
BATF3,ATG4C,365
BATF3,ZFP97,364
BATF3,TET2,221
BATF3,MAK,364
BATF3,IFI209,251
BATF3,AFTPH,169
BATF3,ATP6V0E,362
BATF3,ERI1,361
BATF3,SH2D1B1,360
BATF3,DUSP2,223
BATF3,NKX3-2,356
BATF3,USP39,355
BATF3,SGK3,201
BATF3,QARS,200
BATF3,SLC11A1,348
BATF3,TTC25,347
BATF3,RUNX1,130
BATF3,ERP29,347
BATF3,CCDC134,347
BATF3,CAMTA2,345
BATF3,NLRP1A,343
BATF3,PRKAR2A,342
BATF3,NAT2,342
BATF3,BLCAP,161
BATF3,P2RY12,339
BATF3,SENP8,338
BATF3,GBP7,337
BATF3,CMAS,183
BATF3,PPCDC,133
BATF3,HOXA1,335
BATF3,PDPK1,234
BATF3,TSPYL3,333
BATF3,CHTOP,333
BATF3,XRN2,224
BATF3,SRSF11,332
BATF3,STX11,331
BATF3,ZBTB18,215
BATF3,CDC42EP4,328
BATF3,RBKS,143
BATF3,BABAM2,143
BATF3,ELMO2,151
BATF3,CST7,161
BATF3,TNFAIP8L3,325
BATF3,SKAP2,324
BATF3,IRF5,134
BATF3,H2-T24,160
BATF3,CCL6,324
BATF3,TLR11,322
BATF3,LILRB4A,134
BATF3,TGIF1,182
BATF3,HAAO,319
BATF3,CCDC12,319
BATF3,WBP11,317
BATF3,SPAG9,121
